names,date,budget,revenue
Onimanji,04/08/2023 ,167540000.0,175269998.8
How High,12/21/2001 ,12000000.0,31222395.0
Wolf Warrior 2,07/27/2017 ,29700000.0,870322670.0
The Cloverfield Paradox,01/11/2019 ,45000000.0,32757982.6
Charlie St. Cloud,09/23/2010 ,44000000.0,48478084.0
Garota da Moto,09/23/2021 ,129500000.0,847860141.2
Born To Fly,04/28/2023 ,218000000.0,175269998.8
Creepshow 3,04/24/2006 ,91700000.0,615402937.8
Momentum,12/02/2015 ,20000000.0,133332.0
Revolver,09/22/2005 ,27000000.0,7164778.0
The Opposite of Sex,05/22/1998 ,5000000.0,5879254.0
Mutant Pumpkins from Outer Space,10/28/2009 ,105000000.0,718845506.2
Payback,03/04/1999 ,50000000.0,161626121.0
Welcome to Smelliville,11/11/2021 ,31389400.0,1965219.0
Driving Miss Daisy,03/15/1990 ,7500000.0,106593296.0
Mutation on Mars,08/27/2021 ,87000000.0,510011853.6
Batman Ninja,05/14/2018 ,87000000.0,322504884.2
Leprechaun in the Hood,03/28/2000 ,108400000.0,159076352.0
You're Next,08/23/2013 ,1000000.0,26887177.0
Step Brothers,09/11/2008 ,65000000.0,128107642.0
Rear Window,06/23/1955 ,1000000.0,37034514.0
Army of One,12/14/2020 ,137100000.0,194023522.4
The Prince,08/22/2014 ,18000000.0,0.0
The Bye Bye Man,01/13/2017 ,7400000.0,31187727.0
Citadel,07/13/2012 ,134000000.0,399428100.6
Non-Stop,02/27/2014 ,50000000.0,222383055.0
Secret Obsession,07/18/2019 ,122600000.0,610378991.8
The Hating Game,01/27/2022 ,96200000.0,412160901.0
Alien Outpost,01/30/2015 ,92400000.0,315510404.0
Camp X-Ray,10/17/2014 ,1000000.0,101053.0
Empire of the Sun,03/10/1988 ,35000000.0,66700000.0
Fun with Dick and Jane,12/26/2005 ,100000000.0,202026112.0
Entergalactic,09/30/2022 ,144260000.0,465274826.8
The Next Karate Kid,09/22/1994 ,12000000.0,15876353.0
"Lust, Caution",09/27/2007 ,15000000.0,67091915.0
My Neighbors the Yamadas,10/19/2005 ,165000000.0,509012026.8
Winx Club: The Secret of the Lost Kingdom,11/29/2007 ,31052475.0,16688332.0
Milf,10/17/2010 ,500000.0,1463596.6
Viva Erotica,11/28/1996 ,101600000.0,354385756.2
The Faculty,12/25/1998 ,15000000.0,40283321.0
Adrift,06/28/2018 ,35000000.0,57897191.0
Escape Plan: The Extractors,07/02/2019 ,3600000.0,18010312.0
Superman III,12/26/1983 ,39000000.0,80200000.0
Lover of the Last Empress,03/17/1995 ,110800000.0,408974526.0
Chicago,01/23/2003 ,30000000.0,306770545.0
Holidate,10/27/2020 ,112900000.0,533344684.0
Rathinirvedam,03/08/1978 ,227800000.0,1916346674.6
The Duchess,09/05/2008 ,27000000.0,45160110.0
丈夫去上班的日子里,12/18/2019 ,167540000.0,175269998.8
Nocturnal Animals,11/10/2016 ,22500000.0,32398681.0
Ultimate Avengers 2: Rise of the Panther,08/08/2006 ,82200000.0,449945593.8
Sinjar,07/01/2022 ,68200000.0,608383159.4
Last Holiday,01/13/2006 ,45000000.0,43343247.0
Slither,05/18/2006 ,15250000.0,12930343.0
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",03/01/2008 ,34420939.2,8654110.0
Naked Killer,12/03/1992 ,85800000.0,337451470.8
Jackie Brown,09/01/2020 ,12000000.0,74727492.0
The Lost Weekend,11/29/1945 ,1250000.0,11000000.0
My Sassy Girl,07/27/2001 ,90200000.0,693402193.4
Venom,10/01/2005 ,116000000.0,856081053.0
Venom,10/01/2005 ,25000000.0,881745.0
The Binding,10/02/2020 ,98200000.0,247240931.6
Power Rangers,02/24/2015 ,120000000.0,142531552.0
Scooby-Doo! and the Goblin King,09/18/2008 ,100780000.0,892986395.2
I Used to Be Famous,09/09/2022 ,160400000.0,664444451.4
Death Sentence,08/31/2007 ,20000000.0,16907831.0
TEKKEN: Blood Vengeance,09/03/2011 ,172000000.0,505864462.2
Mom's Friend,08/20/2015 ,100200000.0,288405522.6
Chapo: El Escape Del Siglo,01/15/2016 ,134298000.0,341476740.4
Weird Science,12/12/1985 ,7500000.0,38934048.0
Escobar: Paradise Lost,10/11/2014 ,17000000.0,3917679.0
Killer Klowns from Outer Space,05/27/1988 ,2000000.0,43625095.0
Assassin's Creed: Embers,11/15/2011 ,100000.0,225215697.2
Babe: Pig in the City,12/10/1998 ,80000000.0,69131860.0
MouseHunt,01/01/1998 ,38000000.0,122417389.0
The Bridge on the River Kwai,12/02/1957 ,3000000.0,33300000.0
Yogi Bear,01/13/2011 ,80000000.0,204774690.0
Batman and Harley Quinn,08/20/2017 ,3500000.0,116862157.6
One Piece: Chopper's Kingdom on the Island of Strange Animals,03/02/2002 ,28104639.8,13107237.0
The Danish Girl,12/26/2015 ,15000000.0,67514963.0
The Benchwarmers,05/11/2006 ,35000000.0,65063726.0
Modern Times,02/17/1938 ,1500000.0,229549.0
I Am Vanessa Guillen,11/17/2022 ,79500000.0,708023892.4
Double Jeopardy,01/06/2000 ,40000000.0,177835231.0
Abraham,12/12/1993 ,10000000.0,295961253.6
Madame Bamboo,03/10/1991 ,15541000.0,38139010.0
Selina's Gold,10/28/2022 ,81200000.0,472749495.2
Funny People,08/24/2009 ,72500000.0,71880305.0
¡Three Amigos!,12/18/1986 ,25000000.0,39200000.0
Nutty Professor II: The Klumps,12/14/2000 ,84000000.0,166307945.0
Cannibal Ferox,04/24/1981 ,47000000.0,409455769.8
Audition,09/08/2000 ,250000.0,359853.0
Transformers: Prime Beast Hunters: Predacons Rising,10/04/2013 ,120800000.0,986918992.2
Stomp the Yard 2: Homecoming,10/10/2010 ,81000000.0,396066427.4
Zombie Ass: Toilet of the Dead,02/25/2012 ,109000000.0,863034975.4
Sometimes during the day I realize things,04/09/2023 ,174600000.0,175269998.8
Wish You,01/15/2021 ,110060000.0,530401369.0
The Forgotten Battle,06/05/2021 ,14000000.0,184568035.2
Lake Placid 2,04/28/2007 ,142800000.0,566930143.8
Gabriel's Inferno: Part III,11/19/2020 ,171600000.0,1139752081.4
The Time Traveler's Wife,11/05/2009 ,39000000.0,101344412.0
Scooby-Doo! and the Loch Ness Monster,07/21/2004 ,117000000.0,382417747.4
Raymond & Ray,10/14/2022 ,93000000.0,592174598.8
Sgt. Stubby: An American Hero,04/13/2018 ,25000000.0,3823620.0
The Giver,09/10/2014 ,25000000.0,66540205.0
Joseph and His Brethren,08/23/1961 ,155300000.0,308223292.6
Detachment,04/24/2011 ,5389600.0,1681521.0
A Man Called Ove,12/25/2015 ,3482701.8,30692889.0
May the Devil Take You,08/09/2018 ,83600000.0,320393939.4
The Gigolo,01/29/2015 ,4325000.0,709136.0
Guess Who's Coming for Breakfast,07/19/1968 ,58670000.0,385960548.2
The Smurfs: The Legend of Smurfy Hollow,09/12/2013 ,128000000.0,579758685.4
History of the World: Part I,01/21/1982 ,11000000.0,31672000.0
Khumba,10/25/2013 ,15000000.0,20898221.0
Can You Keep a Secret?,12/04/2019 ,81000000.0,383536021.0
Stay Alive,03/24/2006 ,20000000.0,27565514.0
Macross: Do You Remember Love?,01/09/2015 ,97000000.0,1112756596.4
Revenge,02/16/1990 ,50517862.6,15645616.0
Cars,01/01/1979 ,70000000.0,461630558.0
Vertigo,09/09/2021 ,12001040.0,38139010.0
City Hunter,01/16/1993 ,78300000.0,552872808.2
Walk of Shame,09/10/2014 ,21800000.2,8122990.0
American Ninja 2: The Confrontation,05/01/1987 ,350000.0,4000000.0
The Substitute 2: School's Out,08/01/1998 ,193740000.0,553192221.4
Wyrmwood: Road of the Dead,02/13/2015 ,117200000.0,755498891.0
The Forgotten,09/24/2004 ,50000000.0,117211892.0
The 33D Invader,10/06/2011 ,79850080.0,226796019.6
Son of Batman,04/22/2014 ,140000000.0,616925753.2
Wolf Warrior,04/02/2015 ,12000000.0,80000000.0
The Chronicles of Riddick,07/29/2004 ,120000000.0,107212751.0
Mafia Mamma,04/13/2023 ,213000000.0,178359863.0
The Favourite,12/26/2018 ,15000000.0,95849029.0
Wer,08/19/2014 ,97760000.0,384573450.8
Seven Years in Tibet,12/04/1997 ,70000000.0,131445884.0
Practical Magic,10/16/1998 ,60000000.0,68336997.0
Lock Up,10/26/1989 ,24000000.0,22099847.0
Chernobyl Diaries,05/24/2012 ,1000000.0,42411721.0
Falling Down,03/10/1993 ,25000000.0,40903593.0
40 Years Young,03/10/2022 ,135159000.0,234980052.8
"Crouching Tiger, Hidden Dragon",01/04/2001 ,15000000.0,213963830.0
Ride Above,12/21/2022 ,12000000.0,101412590.0
The Last Days on Mars,09/19/2013 ,10600000.0,261364.0
Backcountry,08/28/2015 ,213000000.0,478445768.8
Vice,03/18/2015 ,60000000.0,70893782.0
Popeye,05/07/1981 ,20000000.0,49823037.0
Garo: Divine Flame,04/01/2016 ,101300000.0,819177204.2
Tusk,09/06/2014 ,3000000.0,1887554.0
DuckTales: The Movie - Treasure of the Lost Lamp,01/03/1991 ,86204572.0,18115724.0
Under Siege 2: Dark Territory,07/20/1995 ,60000000.0,104324083.0
Village of the Damned,04/28/1995 ,22000000.0,9418365.0
The Edge of Seventeen,01/05/2017 ,9000000.0,19096003.0
Monster High: Welcome to Monster High,08/27/2016 ,98140000.0,494358731.6
Lost in Space,04/09/1998 ,80000000.0,136159423.0
New Initial D the Movie - Legend 3: Dream,02/06/2016 ,128800000.0,487794129.8
A Dirty Shame,09/24/2004 ,15000000.0,1914166.0
The Hard Way,03/05/2019 ,83800000.0,746458890.8
Like a Boss,05/06/2020 ,29000000.0,26563888.0
Dial M for Murder,04/20/1955 ,1400000.0,3000000.0
The Lost Prince,02/12/2020 ,122800000.0,366208661.4
Eli,10/18/2019 ,11000000.0,0.0
DOA: Dead or Alive,09/07/2006 ,30000000.0,7755686.0
The Paperboy,02/26/2013 ,12500000.0,4027663.0
Wall Street: Money Never Sleeps,09/02/2010 ,70000000.0,134748021.0
Little Miss Sunshine,10/12/2006 ,8000000.0,100642353.0
Detective Conan: Dimensional Sniper,04/19/2014 ,149800000.0,858082276.4
Books of Blood,10/07/2020 ,123000000.0,472727714.0
Revolt,01/29/2018 ,4000000.0,24416.0
Children Who Chase Lost Voices,05/07/2011 ,164000000.0,436456074.6
Belle's Magical World,02/17/1998 ,77800000.0,458884347.4
The International,02/03/2009 ,50000000.0,53850527.0
Peaky Blinders: The True Story,04/02/2016 ,139800000.0,1075683451.4
A Policewoman on the Porno Squad,08/10/1979 ,106050080.0,197233429.2
Tammy,10/16/2014 ,20000000.0,96407655.0
To the Bone,01/22/2017 ,81200000.0,472749495.2
Mom's Friend 2020,06/05/2020 ,201940000.0,38157314.0
The Shootist,08/11/1976 ,25874800.0,8091910.0
Awakenings,03/14/1991 ,29000000.0,51636504.0
Amityville: The Awakening,11/14/2017 ,96200000.0,322945018.8
Sex: A Relationship and Not Marriage,04/19/2016 ,114800000.0,384414469.8
Vampire Academy,02/14/2014 ,30000000.0,15391979.0
Your Ticket Is No Longer Valid,12/18/1981 ,58670000.0,385960548.2
Raw,03/15/2017 ,3500000.0,4100000.0
Poveda,02/24/2016 ,55200000.0,280089513.4
Here Comes the Boom,11/16/2012 ,42000000.0,73239258.0
Osmosis Jones,08/10/2001 ,70000000.0,13596911.0
Jumanji,03/21/1996 ,65000000.0,262758310.0
You've Got Mail,02/26/1999 ,65000000.0,250821495.0
Broken City,03/06/2013 ,35000000.0,37114977.0
Wasabi,10/31/2001 ,15300000.0,7000000.0
Siren,12/02/2016 ,300000.0,99000630.0
Grand Blue,08/07/2020 ,76000000.0,152911218.6
League of Gods,07/28/2016 ,38000000.0,43300000.0
Primal,11/08/2019 ,9000000.0,146863.0
The Knight of Shadows: Between Yin and Yang,02/05/2019 ,123000000.0,748580504.0
Cashback,04/20/2007 ,9490400.0,2294291.0
Live and Let Die,08/01/1973 ,7000000.0,161800000.0
An Affair: Kind Daughters-in-law,01/25/2018 ,201940000.0,38157314.0
Moonlight,01/26/2017 ,1500000.0,64895106.0
Touch of Evil,03/30/1958 ,829000.0,2247500.0
The Little Vampire,12/05/2000 ,22000000.0,13560782.0
Ma,06/06/2019 ,5000000.0,51749995.0
X+Y,03/13/2015 ,75500000.0,509726081.0
Three Christs,01/10/2020 ,56600000.0,583921229.0
Tarzan & Jane,07/22/2002 ,114000000.0,1002554527.0
Cape Fear,01/09/1992 ,35000000.0,182291969.0
Werewolf: The Beast Among Us,10/09/2012 ,5000000.0,63615565.6
Sailor Moon R: The Movie,07/27/2000 ,54601333.2,12307555.0
Taxi 2,03/29/2000 ,10500000.0,64400000.0
Acrimony,03/30/2018 ,20000000.0,46627836.0
Long Story Short,02/11/2021 ,183600000.0,672680361.8
Mojin: The Lost Legend,12/18/2015 ,37000000.0,278300000.0
Curious George 2: Follow That Monkey!,10/27/2009 ,127000000.0,325823441.8
First Daughter,04/26/2006 ,30000000.0,10419084.0
Adult Only Institute,03/14/2017 ,147200000.0,937727043.8
Moms' Night Out,03/25/2014 ,5000000.0,10429707.0
El padrino: The Latin Godfather,09/27/2004 ,61400000.0,515295729.6
Don't Let Go,08/30/2019 ,5000000.0,5300000.0
The 6th Day,12/15/2000 ,82000000.0,96024898.0
Ronaldo,11/09/2015 ,94200000.0,339087259.2
Flower and Snake 3: Punishment,03/08/1986 ,51400000.0,338083083.6
Love in the Villa,09/01/2022 ,82000000.0,322575336.8
Modest Heroes,08/24/2018 ,95400000.0,743295228.4
Christmas with You,11/17/2022 ,157600000.0,277948016.0
The Battleship Island,08/10/2017 ,21000000.0,46183383.0
The Package,08/10/2018 ,114200000.0,241031716.6
Layer Cake,01/22/2005 ,6500000.0,11745931.0
Playing It Cool,05/08/2015 ,24598700.6,1323415.0
A Night at the Roxbury,05/13/1999 ,17000000.0,30331165.0
S.W.A.T.: Firefight,06/01/2011 ,8000000.0,50940321.4
Dahmer,06/21/2002 ,250000.0,144008.0
Innocent Voices,01/28/2005 ,1564753.2,837000.0
Tae Guk Gi: The Brotherhood of War,02/05/2004 ,1500000.0,56511542.0
Zookeeper,09/08/2011 ,80000000.0,170805525.0
2067,10/02/2020 ,148200000.0,438434428.4
Busty Girlfriend,03/08/2019 ,105740523.8,345465556.8
"Dude, Where's My Car?",03/29/2001 ,13000000.0,73180297.0
Hanna,07/28/2011 ,30000000.0,65343694.0
Carol,01/14/2016 ,11800000.0,42354525.0
The Spy Who Loved Me,07/19/1977 ,14000000.0,185400000.0
Sekaiichi Hatsukoi Movie,03/15/2014 ,98400000.0,967011006.4
Dangerous Drugs of Sex,02/14/2020 ,75744000.0,298222862.4
A Shaun the Sheep Movie: Farmageddon,01/09/2020 ,52000000.0,42880428.0
Pyewacket,11/25/2017 ,82700000.0,421853130.2
Sadako vs. Kayako,06/18/2016 ,3280017.8,9256114.0
Bridget Jones: The Edge of Reason,11/11/2004 ,40000000.0,262500000.0
Sweet Sex,07/06/2017 ,102000000.0,254278668.2
Castle Freak,12/04/2020 ,125900000.0,197992680.8
Climax,09/19/2018 ,2940457.0,1088907.0
Batman: Assault on Arkham,07/25/2014 ,9171548.0,4571025.0
Elf,11/27/2003 ,32000000.0,224912848.0
Mimic,11/27/1997 ,30000000.0,25480490.0
Crocodile,12/26/2000 ,2800000.0,2854225.4
Battle for the Planet of the Apes,06/15/1973 ,1800000.0,8800000.0
The House of Magic,01/22/2015 ,34000000.0,64197205.0
Lucky Number Slevin,11/09/2006 ,27000000.0,55495466.0
The Wolf of Snow Hollow,10/09/2020 ,2000000.0,239828.0
Superman: Red Son,03/01/2020 ,138297600.0,444380284.4
The Land Before Time,09/21/1989 ,12300000.0,81972846.0
Death Note,08/25/2017 ,40000000.0,0.0
Outlaw King,11/09/2018 ,120000000.0,0.0
Phone Booth,05/22/2003 ,11000000.0,97837138.0
South Park: The 25th Anniversary Concert,08/13/2022 ,70000.0,23889705.6
Swan Song,12/17/2021 ,63000000.0,563390197.0
Rupture,07/15/2016 ,104000000.0,886084517.6
Noblesse: The Beginning of Destruction,11/28/2015 ,116800000.0,443267737.2
Detective Conan: The Time Bombed Skyscraper,04/19/1997 ,28420000.0,9107390.0
Nice Sister-In-Law 2019,06/05/2019 ,185534545.8,178359863.0
El Amarre,10/21/2021 ,128800000.0,366935804.0
Surf's Up 2: WaveMania,01/17/2017 ,118000000.0,578887918.4
The Stolen Princess,12/25/2019 ,61424639.8,6914017.0
Last Christmas,11/07/2019 ,30000000.0,123428868.0
Fallen,10/17/2018 ,116200000.0,245045429.2
The Collection,09/21/2012 ,10000000.0,8890094.0
The Myth,05/11/2005 ,15000000.0,230622652.4
"Everything, Everything",10/06/2017 ,10000000.0,61603136.0
About Fate,09/09/2022 ,96200000.0,412160901.0
Ben-Hur: A Tale of the Christ,12/30/1925 ,3900000.0,9000000.0
Terra Formars,04/29/2016 ,117000000.0,533308584.8
Cocoon,10/25/1985 ,17500000.0,85313124.0
Appassionata,06/06/1974 ,61498000.0,254671383.8
Children of Heaven,01/22/1999 ,180000.0,925402.0
Justice League vs. the Fatal Five,04/24/2019 ,150600000.0,343946197.6
Psycho-Pass: The Movie,05/26/2016 ,160200000.0,382043039.8
Seaquake,11/23/2012 ,185534545.8,178359863.0
Secrets of a Desperate Housewife,01/01/2008 ,139800000.0,1430410849.2
My Bloody Valentine,02/12/2009 ,14000000.0,102836002.0
Every Secret Thing,04/20/2014 ,7200000.0,103536.0
Moonrise Kingdom,08/30/2012 ,16000000.0,68848446.0
The Sniper,11/19/2021 ,101800000.0,842846355.6
Water Monster 2,08/20/2021 ,117171600.0,389334037.2
The Girl on a Bulldozer,04/07/2022 ,110000000.0,628681408.4
Robin Robin,10/09/2021 ,86800000.0,637128589.0
Lego Scooby-Doo!: Haunted Hollywood,05/03/2016 ,88600000.0,591061101.8
Æon Flux,02/23/2006 ,62000000.0,53321673.0
Scorned,07/14/1993 ,76340000.0,734884073.8
The Apartment,08/10/2004 ,3000000.0,24599998.0
Trinity Seven: Eternity Library & Alchemic Girl,02/01/2017 ,136000000.0,356069126.0
"Ed, Edd n Eddy's Big Picture Show",11/08/2009 ,91000000.0,1054685990.0
Omen IV: The Awakening,05/20/1991 ,136400000.0,533025401.2
Utama,06/09/2022 ,67800000.0,653988016.4
After We Leave,02/25/2020 ,77400000.0,745706751.2
Romeo Must Die,10/15/2000 ,25000000.0,91036760.0
Woman in a Box: Virgin Sacrifice,09/07/1985 ,58670000.0,385960548.2
Infernal Affairs,11/05/2003 ,125000.0,8708932.0
See No Evil,05/19/2006 ,8000000.0,18828036.0
Gnome Alone,10/19/2018 ,16740000.0,10800715.0
Resort to Love,07/29/2021 ,110800000.0,517154102.4
Kikujiro,06/05/1999 ,129335539.8,730150249.8
Father of the Bride,12/26/1991 ,20000000.0,89325780.0
Ad Astra,09/19/2019 ,80000000.0,135406280.0
The Crimson Rivers,09/27/2000 ,2365000.0,257720413.2
Stronger,09/22/2017 ,30000000.0,8786287.0
The Informer,07/01/2020 ,60000000.0,2366073.0
Flowers in the Attic,01/18/2014 ,65800000.0,394578542.8
The X Files: I Want to Believe,07/24/2008 ,30000000.0,69363381.0
Jerry Maguire,03/06/1997 ,50000000.0,273552592.0
The Witches of Eastwick,06/12/1987 ,22000000.0,63766510.0
Teen Beach 2,06/26/2015 ,174600000.0,717161745.8
Girl in the Box,09/10/2016 ,20.0,154015402.6
The Green Hornet,01/20/2011 ,110000000.0,229155503.0
The Occupant,03/25/2020 ,75200000.0,410263644.6
National Lampoon's European Vacation,11/26/1985 ,17000000.0,49364621.0
The Big Blue,11/10/1988 ,14390509.0,27435150.6
Interstellar: Nolan's Odyssey,11/05/2014 ,62100000.0,534518566.6
The Tree of Life,06/30/2011 ,35000000.0,61721826.0
My Father's Violin,01/21/2022 ,128000000.0,560238084.4
Spooks: The Greater Good,12/09/2015 ,7000000.0,1473809.0
Abduction,09/22/2011 ,35000000.0,86648359.0
Broken Arrow,08/01/1950 ,65000000.0,148345997.0
Children of the Sea,06/15/2019 ,79171600.0,300062289.2
The Girl Next Door,10/03/2007 ,25000000.0,31635150.0
Flower & Snake,06/22/1974 ,95200000.0,568390700.4
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,03/10/2007 ,65000000.0,504738420.0
Newness,01/25/2017 ,10000000.0,205152219.6
General Cemetery,07/25/2013 ,75100000.0,636679839.4
Max 2: White House Hero,05/05/2017 ,170000000.0,383273842.4
The Chaser,02/14/2008 ,120456666.0,4028782.6
Immoral Tales,08/28/1974 ,86400000.0,570633320.6
Under Wraps,10/01/2021 ,88400000.0,488455456.6
Captain America,12/14/1990 ,3000000.0,4396382.8
First Reformed,08/16/2018 ,3500000.0,3988612.0
Eddie the Eagle,04/21/2016 ,23000000.0,45060480.0
The Wailing,05/12/2016 ,10951000.0,49851770.0
Good Mourning,05/20/2022 ,7406600.0,21348.0
Escape from the Planet of the Apes,05/20/1971 ,2500000.0,12300000.0
Little Manhattan,09/30/2005 ,385373.0,1117920.0
Lady Chatterley's Lover,05/27/1982 ,88000000.0,314837194.0
Beau Pere,09/15/1981 ,105200000.0,290912102.0
Zombie Fight Club,10/23/2014 ,127200000.0,933790755.0
Para entrar a vivir,08/16/2022 ,96200000.0,281847101.4
Addicted,10/10/2014 ,5000000.0,17499242.0
The 12th Man,12/25/2017 ,7806306.0,9567121.0
Maya the Bee Movie,01/07/2021 ,154000000.0,142599067.8
Extinction,08/07/2015 ,20000000.0,2360000.0
Romancing the Stone,08/24/1984 ,10000000.0,86572238.0
Guilty as Sin,06/04/1993 ,2128009.2,22886222.0
So Undercover,04/10/2013 ,15000000.0,2500000.0
Flash Gordon,04/16/1981 ,35000000.0,27176976.0
How the Grinch Stole Christmas!,12/18/1966 ,315000.0,63327999.2
Duel,04/06/1973 ,450000.0,32929889.6
Run to You,03/17/2022 ,73480000.0,372756516.0
Better Watch Out,11/27/2016 ,50168000.0,176288.0
A Streetcar Named Desire,09/18/1951 ,1800000.0,8006845.0
Marvel One-Shot: The Consultant,09/13/2011 ,500000.0,184077446.8
Lifemark,10/13/2022 ,56600000.0,5021114.0
Secretariat,10/08/2010 ,35000000.0,60376247.0
Deep Rising,05/07/1998 ,45000000.0,11203026.0
Paranoia,10/03/2013 ,40000000.0,16340767.0
The King's Speech,12/23/2010 ,15000000.0,414211549.0
Miss Congeniality 2: Armed and Fabulous,03/24/2005 ,60000000.0,101292343.0
Species: The Awakening,10/17/2007 ,3800000.0,1463596.6
Another Egg and Chicken Movie,04/20/2009 ,1900000.0,8600000.0
Incendies,03/03/2011 ,6800000.0,16017448.0
Double Indemnity,12/01/1944 ,927262.0,2500000.0
Forbidden Planet,01/10/1957 ,1900000.0,3250000.0
Lady Vengeance,08/03/2006 ,3675000.0,23803308.0
"Germany, Year Zero",12/01/1948 ,129460000.0,713462580.8
The Nightingale,08/29/2019 ,26848000.0,855756.0
Eagle Eye,10/17/2008 ,80000000.0,180585259.0
Hell House LLC II: The Abaddon Hotel,09/14/2018 ,103600000.0,134150172.6
Julia X,09/24/2011 ,4000000.0,3515997.6
The City of Lost Children,12/21/1995 ,18000000.0,1738611.0
I Am All Girls,05/14/2021 ,126400000.0,505093460.8
Invictus,01/21/2010 ,60000000.0,124514011.0
"No Retreat, No Surrender",05/02/1986 ,2358225.8,4662137.0
I Kill Giants,05/31/2018 ,15100000.0,97611784.2
Sneakerella,05/13/2022 ,58000000.0,690731020.0
Hatchet,04/27/2006 ,1500000.0,240396.0
Reign of Fire,10/31/2002 ,60000000.0,82150183.0
Camp Rock 2: The Final Jam,09/03/2010 ,100760000.0,572504805.6
Tucker and Dale vs. Evil,07/28/2011 ,5000000.0,5224938.0
Amy,07/10/2015 ,25255933.2,8413144.0
Motherless Brooklyn,10/31/2019 ,26000000.0,18477276.0
Twin Dragons,01/15/1992 ,10000000.0,8332431.0
Amityville II: The Possession,05/12/1983 ,5000000.0,12534817.0
Virgin Breaker Yuki,05/14/1975 ,174600000.0,175269998.8
Chaos,01/16/2006 ,30000000.0,7000000.0
Taxi 3,01/29/2003 ,14500000.0,65497208.0
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,07/04/2013 ,99060000.0,749472009.2
Welcome to the Sticks,09/04/2008 ,11000000.0,245144417.0
Czyściec,10/24/2022 ,142000000.0,454488625.8
The Monkey King 3,02/16/2018 ,73000000.0,5470255.6
The Grace Card,02/25/2011 ,200000.0,2430735.0
Frozen,02/05/2010 ,150000000.0,1256887580.0
Giant,06/06/1957 ,5400000.0,32855818.0
The Furies,11/07/2019 ,87700000.0,324752855.2
Donnie Brasco,04/10/1997 ,35000000.0,65303052.0
Flatliners,08/20/1990 ,26000000.0,61308153.0
Flatliners,08/20/1990 ,20000000.0,45173738.0
Crazy Safari,07/05/1991 ,112200000.0,851011213.0
Downfall,04/21/2005 ,18339750.0,92180910.0
Wolves,11/14/2014 ,18000000.0,94953.0
Next,08/23/2007 ,70000000.0,73591500.0
Manta Manta - Zwoter Teil,03/30/2023 ,50601000.0,323787336.6
Kidnapping Mr. Heineken,03/12/2015 ,3938800.2,2633527.0
Convoy,06/27/1978 ,12000000.0,45000000.0
The Reaping,04/05/2007 ,40000000.0,62226214.0
Phineas and Ferb: The Movie: Across the 2nd Dimension,08/29/2011 ,113000000.0,424831011.2
Coneheads,09/16/1993 ,33000000.0,21274717.0
Barbie in Princess Power,09/10/2017 ,92200000.0,355010205.6
The Banana Splits Movie,09/04/2019 ,46600000.0,503592601.2
Belfast,02/03/2022 ,25000000.0,30000000.0
Australia,11/18/2008 ,130000000.0,215080810.0
The Aviator,02/10/2005 ,110000000.0,208370892.0
Lupin the Third: The Castle of Cagliostro,07/11/1995 ,7202188.0,8194857.0
Smokin' Aces,01/15/2007 ,17000000.0,57263440.0
The Dry,01/01/2021 ,21505004.0,17424378.0
Beethoven's Big Break,12/26/2008 ,124600000.0,404605095.8
Bulbbul,06/24/2020 ,56400000.0,338484508.2
Land of the Lost,06/11/2009 ,100000000.0,69548641.0
14 and Under,08/16/1973 ,49000000.0,641555930.2
Darkness Falls,08/28/2003 ,7000000.0,47289758.0
The Curse of Buckout Road,11/24/2017 ,60800000.0,470197771.4
Amulet,07/24/2020 ,95000000.0,338365977.2
Nomadland,03/04/2021 ,5000000.0,38728987.0
The Spectacular Now,12/05/2013 ,2500000.0,6916951.0
Anon,05/04/2018 ,20000000.0,198063983.4
Detective Knight: Redemption,12/09/2022 ,38200000.0,319040588.8
Escape from L.A.,10/09/1996 ,50000000.0,25426861.0
More the Merrier,07/30/2021 ,132000000.0,665608464.0
Fiddler on the Roof,11/11/1971 ,9000000.0,80501127.0
LEGO Monkie Kid: A Hero Is Born,03/13/2021 ,97200000.0,1119422066.8
Blades of Glory,06/21/2007 ,61000000.0,145594548.0
One Piece: Episode of Luffy - Hand Island Adventure,12/15/2012 ,91380000.0,233325357.6
Cardcaptor Sakura: The Movie,08/21/1999 ,175400000.0,482909584.2
The Social Dilemma,09/09/2020 ,129400000.0,343760949.0
Rock Dog,02/24/2017 ,60000000.0,24148488.0
Jackass: The Movie,10/21/2002 ,2000000.0,79282312.0
"My Teacher, My Obsession",06/12/2018 ,149000000.0,338539980.8
Pitch Perfect 3,01/01/2018 ,45000000.0,185736412.0
"Planes, Trains and Automobiles",02/29/1988 ,15000000.0,49500000.0
Zambezia,07/07/2012 ,20000000.0,34454336.0
Rim of the World,05/24/2019 ,103800000.0,714096155.4
Dreamland,11/13/2020 ,98400000.0,251792115.2
Just Say Yes,04/02/2021 ,64600000.0,361535228.0
6 Below: Miracle on the Mountain,10/13/2017 ,106000000.0,242414956.4
Young Frankenstein,08/28/1975 ,2800000.0,86300489.0
Ophelia,10/29/2018 ,12000000.0,242115.0
Lost Highway,03/27/1997 ,15000000.0,3756869.0
